              k             kx             ky         energy
              k             kx             ky            wf1            wf2            wf3            wf4            wf5            wf6            wf7            wf8
         -1.309         -0.000         -1.309        -16.185        -11.145         -7.771         -3.347          4.518          9.664         10.268         19.160
         -1.304         -0.000         -1.304        -16.189        -11.139         -7.766         -3.353          4.529          9.657         10.273         19.156
         -1.299         -0.000         -1.299        -16.192        -11.133         -7.761         -3.359          4.540          9.649         10.278         19.151
         -1.293         -0.000         -1.293        -16.195        -11.126         -7.757         -3.365          4.550          9.641         10.284         19.147
         -1.288         -0.000         -1.288        -16.199        -11.120         -7.752         -3.371          4.561          9.633         10.289         19.142
         -1.283         -0.000         -1.283        -16.202        -11.114         -7.747         -3.376          4.571          9.625         10.295         19.138
         -1.278         -0.000         -1.278        -16.206        -11.108         -7.743         -3.382          4.582          9.618         10.300         19.133
         -1.272         -0.000         -1.272        -16.209        -11.102         -7.738         -3.388          4.592          9.610         10.306         19.128
         -1.267         -0.000         -1.267        -16.212        -11.097         -7.733         -3.393          4.603          9.602         10.311         19.124
         -1.262         -0.000         -1.262        -16.215        -11.091         -7.728         -3.399          4.613          9.594         10.317         19.119
         -1.257         -0.000         -1.257        -16.219        -11.085         -7.723         -3.405          4.624          9.586         10.323         19.114
         -1.251         -0.000         -1.251        -16.222        -11.079         -7.718         -3.410          4.634          9.578         10.328         19.110
         -1.246         -0.000         -1.246        -16.225        -11.073         -7.713         -3.416          4.644          9.571         10.334         19.105
         -1.241         -0.000         -1.241        -16.229        -11.068         -7.708         -3.422          4.655          9.563         10.339         19.100
         -1.236         -0.000         -1.236        -16.232        -11.062         -7.703         -3.427          4.665          9.555         10.345         19.095
         -1.230         -0.000         -1.230        -16.235        -11.056         -7.698         -3.433          4.675          9.547         10.351         19.091
         -1.225         -0.000         -1.225        -16.238        -11.051         -7.693         -3.438          4.686          9.539         10.356         19.086
         -1.220         -0.000         -1.220        -16.241        -11.045         -7.688         -3.444          4.696          9.531         10.362         19.081
         -1.215         -0.000         -1.215        -16.245        -11.040         -7.683         -3.450          4.706          9.523         10.368         19.076
         -1.210         -0.000         -1.210        -16.248        -11.034         -7.678         -3.455          4.717          9.516         10.374         19.071
         -1.204         -0.000         -1.204        -16.251        -11.029         -7.673         -3.461          4.727          9.508         10.379         19.066
         -1.199         -0.000         -1.199        -16.254        -11.023         -7.667         -3.466          4.737          9.500         10.385         19.062
         -1.194         -0.000         -1.194        -16.257        -11.018         -7.662         -3.471          4.747          9.492         10.391         19.057
         -1.189         -0.000         -1.189        -16.260        -11.013         -7.657         -3.477          4.757          9.484         10.397         19.052
         -1.183         -0.000         -1.183        -16.264        -11.007         -7.652         -3.482          4.768          9.476         10.402         19.047
         -1.178         -0.000         -1.178        -16.267        -11.002         -7.646         -3.488          4.778          9.469         10.408         19.042
         -1.173         -0.000         -1.173        -16.270        -10.997         -7.641         -3.493          4.788          9.461         10.414         19.037
         -1.168         -0.000         -1.168        -16.273        -10.992         -7.636         -3.498          4.798          9.453         10.420         19.032
         -1.162         -0.000         -1.162        -16.276        -10.987         -7.630         -3.504          4.808          9.445         10.425         19.027
         -1.157         -0.000         -1.157        -16.279        -10.982         -7.625         -3.509          4.818          9.437         10.431         19.022
         -1.152         -0.000         -1.152        -16.282        -10.977         -7.619         -3.514          4.828          9.430         10.437         19.017
         -1.147         -0.000         -1.147        -16.285        -10.972         -7.614         -3.520          4.838          9.422         10.443         19.012
         -1.141         -0.000         -1.141        -16.288        -10.967         -7.609         -3.525          4.848          9.414         10.449         19.007
         -1.136         -0.000         -1.136        -16.291        -10.962         -7.603         -3.530          4.858          9.406         10.454         19.002
         -1.131         -0.000         -1.131        -16.294        -10.957         -7.598         -3.535          4.868          9.399         10.460         18.996
         -1.126         -0.000         -1.126        -16.297        -10.952         -7.592         -3.541          4.878          9.391         10.466         18.991
         -1.121         -0.000         -1.121        -16.300        -10.947         -7.586         -3.546          4.888          9.383         10.472         18.986
         -1.115         -0.000         -1.115        -16.303        -10.942         -7.581         -3.551          4.897          9.376         10.478         18.981
         -1.110         -0.000         -1.110        -16.306        -10.938         -7.575         -3.556          4.907          9.368         10.484         18.976
         -1.105         -0.000         -1.105        -16.308        -10.933         -7.570         -3.561          4.917          9.360         10.489         18.971
         -1.100         -0.000         -1.100        -16.311        -10.928         -7.564         -3.566          4.927          9.353         10.495         18.966
         -1.094         -0.000         -1.094        -16.314        -10.924         -7.558         -3.572          4.937          9.345         10.501         18.960
         -1.089         -0.000         -1.089        -16.317        -10.919         -7.553         -3.577          4.946          9.337         10.507         18.955
         -1.084         -0.000         -1.084        -16.320        -10.915         -7.547         -3.582          4.956          9.330         10.513         18.950
         -1.079         -0.000         -1.079        -16.323        -10.910         -7.541         -3.587          4.966          9.322         10.519         18.945
         -1.073         -0.000         -1.073        -16.326        -10.906         -7.536         -3.592          4.975          9.314         10.524         18.940
         -1.068         -0.000         -1.068        -16.328        -10.901         -7.530         -3.597          4.985          9.307         10.530         18.934
         -1.063         -0.000         -1.063        -16.331        -10.897         -7.524         -3.602          4.994          9.299         10.536         18.929
         -1.058         -0.000         -1.058        -16.334        -10.892         -7.518         -3.607          5.004          9.292         10.542         18.924
         -1.052         -0.000         -1.052        -16.337        -10.888         -7.512         -3.612          5.013          9.284         10.548         18.919
         -1.047         -0.000         -1.047        -16.339        -10.884         -7.507         -3.617          5.023          9.277         10.553         18.913
         -1.042         -0.000         -1.042        -16.342        -10.880         -7.501         -3.621          5.032          9.269         10.559         18.908
         -1.037         -0.000         -1.037        -16.345        -10.875         -7.495         -3.626          5.042          9.262         10.565         18.903
         -1.031         -0.000         -1.031        -16.348        -10.871         -7.489         -3.631          5.051          9.254         10.571         18.898
         -1.026         -0.000         -1.026        -16.350        -10.867         -7.483         -3.636          5.060          9.247         10.577         18.892
         -1.021         -0.000         -1.021        -16.353        -10.863         -7.477         -3.641          5.070          9.239         10.582         18.887
         -1.016         -0.000         -1.016        -16.356        -10.859         -7.471         -3.646          5.079          9.232         10.588         18.882
         -1.011         -0.000         -1.011        -16.358        -10.855         -7.466         -3.650          5.088          9.224         10.594         18.876
         -1.005         -0.000         -1.005        -16.361        -10.851         -7.460         -3.655          5.098          9.217         10.600         18.871
         -1.000         -0.000         -1.000        -16.363        -10.847         -7.454         -3.660          5.107          9.210         10.606         18.866
         -0.995         -0.000         -0.995        -16.366        -10.843         -7.448         -3.665          5.116          9.202         10.611         18.861
         -0.990         -0.000         -0.990        -16.369        -10.839         -7.442         -3.669          5.125          9.195         10.617         18.855
         -0.984         -0.000         -0.984        -16.371        -10.835         -7.436         -3.674          5.134          9.188         10.623         18.850
         -0.979         -0.000         -0.979        -16.374        -10.831         -7.430         -3.679          5.143          9.180         10.629         18.845
         -0.974         -0.000         -0.974        -16.376        -10.828         -7.424         -3.683          5.152          9.173         10.634         18.839
         -0.969         -0.000         -0.969        -16.379        -10.824         -7.418         -3.688          5.161          9.166         10.640         18.834
         -0.963         -0.000         -0.963        -16.381        -10.820         -7.412         -3.692          5.170          9.159         10.646         18.829
         -0.958         -0.000         -0.958        -16.384        -10.816         -7.406         -3.697          5.179          9.151         10.652         18.823
         -0.953         -0.000         -0.953        -16.386        -10.813         -7.400         -3.701          5.188          9.144         10.657         18.818
         -0.948         -0.000         -0.948        -16.389        -10.809         -7.394         -3.706          5.197          9.137         10.663         18.813
         -0.942         -0.000         -0.942        -16.391        -10.805         -7.388         -3.710          5.206          9.130         10.669         18.807
         -0.937         -0.000         -0.937        -16.394        -10.802         -7.382         -3.715          5.215          9.123         10.674         18.802
         -0.932         -0.000         -0.932        -16.396        -10.798         -7.376         -3.719          5.223          9.116         10.680         18.797
         -0.927         -0.000         -0.927        -16.399        -10.795         -7.370         -3.724          5.232          9.109         10.686         18.791
         -0.922         -0.000         -0.922        -16.401        -10.791         -7.364         -3.728          5.241          9.101         10.691         18.786
         -0.916         -0.000         -0.916        -16.403        -10.788         -7.358         -3.733          5.249          9.094         10.697         18.781
         -0.911         -0.000         -0.911        -16.406        -10.785         -7.352         -3.737          5.258          9.087         10.703         18.775
         -0.906         -0.000         -0.906        -16.408        -10.781         -7.346         -3.741          5.267          9.080         10.708         18.770
         -0.901         -0.000         -0.901        -16.410        -10.778         -7.340         -3.746          5.275          9.073         10.714         18.765
         -0.895         -0.000         -0.895        -16.413        -10.775         -7.334         -3.750          5.284          9.066         10.720         18.759
         -0.890         -0.000         -0.890        -16.415        -10.771         -7.328         -3.754          5.292          9.060         10.725         18.754
         -0.885         -0.000         -0.885        -16.417        -10.768         -7.322         -3.758          5.301          9.053         10.731         18.749
         -0.880         -0.000         -0.880        -16.420        -10.765         -7.316         -3.763          5.309          9.046         10.736         18.743
         -0.874         -0.000         -0.874        -16.422        -10.762         -7.310         -3.767          5.317          9.039         10.742         18.738
         -0.869         -0.000         -0.869        -16.424        -10.759         -7.304         -3.771          5.326          9.032         10.748         18.733
         -0.864         -0.000         -0.864        -16.426        -10.756         -7.298         -3.775          5.334          9.025         10.753         18.728
         -0.859         -0.000         -0.859        -16.429        -10.753         -7.292         -3.779          5.342          9.018         10.759         18.722
         -0.853         -0.000         -0.853        -16.431        -10.750         -7.286         -3.783          5.351          9.012         10.764         18.717
         -0.848         -0.000         -0.848        -16.433        -10.747         -7.280         -3.787          5.359          9.005         10.770         18.712
         -0.843         -0.000         -0.843        -16.435        -10.744         -7.274         -3.792          5.367          8.998         10.775         18.706
         -0.838         -0.000         -0.838        -16.438        -10.741         -7.268         -3.796          5.375          8.992         10.781         18.701
         -0.833         -0.000         -0.833        -16.440        -10.738         -7.262         -3.800          5.383          8.985         10.786         18.696
         -0.827         -0.000         -0.827        -16.442        -10.735         -7.256         -3.804          5.391          8.978         10.792         18.691
         -0.822         -0.000         -0.822        -16.444        -10.732         -7.250         -3.808          5.399          8.972         10.797         18.685
         -0.817         -0.000         -0.817        -16.446        -10.729         -7.244         -3.811          5.407          8.965         10.802         18.680
         -0.812         -0.000         -0.812        -16.448        -10.726         -7.238         -3.815          5.415          8.959         10.808         18.675
         -0.806         -0.000         -0.806        -16.450        -10.724         -7.232         -3.819          5.423          8.952         10.813         18.670
         -0.801         -0.000         -0.801        -16.452        -10.721         -7.226         -3.823          5.431          8.946         10.819         18.665
         -0.796         -0.000         -0.796        -16.454        -10.718         -7.220         -3.827          5.438          8.939         10.824         18.659
         -0.791         -0.000         -0.791        -16.456        -10.715         -7.214         -3.831          5.446          8.933         10.829         18.654
         -0.785         -0.000         -0.785        -16.459        -10.713         -7.208         -3.835          5.454          8.926         10.835         18.649
         -0.780         -0.000         -0.780        -16.461        -10.710         -7.202         -3.838          5.461          8.920         10.840         18.644
         -0.775         -0.000         -0.775        -16.463        -10.708         -7.196         -3.842          5.469          8.914         10.845         18.639
         -0.770         -0.000         -0.770        -16.465        -10.705         -7.190         -3.846          5.477          8.907         10.850         18.634
         -0.764         -0.000         -0.764        -16.467        -10.702         -7.184         -3.850          5.484          8.901         10.856         18.628
         -0.759         -0.000         -0.759        -16.468        -10.700         -7.178         -3.853          5.492          8.895         10.861         18.623
         -0.754         -0.000         -0.754        -16.470        -10.697         -7.173         -3.857          5.499          8.889         10.866         18.618
         -0.749         -0.000         -0.749        -16.472        -10.695         -7.167         -3.861          5.507          8.882         10.871         18.613
         -0.744         -0.000         -0.744        -16.474        -10.693         -7.161         -3.864          5.514          8.876         10.876         18.608
         -0.738         -0.000         -0.738        -16.476        -10.690         -7.155         -3.868          5.521          8.870         10.882         18.603
         -0.733         -0.000         -0.733        -16.478        -10.688         -7.149         -3.871          5.528          8.864         10.887         18.598
         -0.728         -0.000         -0.728        -16.480        -10.685         -7.144         -3.875          5.536          8.858         10.892         18.593
         -0.723         -0.000         -0.723        -16.482        -10.683         -7.138         -3.879          5.543          8.852         10.897         18.588
         -0.717         -0.000         -0.717        -16.484        -10.681         -7.132         -3.882          5.550          8.846         10.902         18.583
         -0.712         -0.000         -0.712        -16.486        -10.678         -7.126         -3.886          5.557          8.840         10.907         18.578
         -0.707         -0.000         -0.707        -16.487        -10.676         -7.121         -3.889          5.564          8.834         10.912         18.573
         -0.702         -0.000         -0.702        -16.489        -10.674         -7.115         -3.892          5.571          8.828         10.917         18.568
         -0.696         -0.000         -0.696        -16.491        -10.672         -7.109         -3.896          5.578          8.822         10.922         18.563
         -0.691         -0.000         -0.691        -16.493        -10.670         -7.104         -3.899          5.585          8.816         10.927         18.558
         -0.686         -0.000         -0.686        -16.495        -10.667         -7.098         -3.903          5.592          8.810         10.932         18.553
         -0.681         -0.000         -0.681        -16.496        -10.665         -7.092         -3.906          5.599          8.805         10.937         18.549
         -0.675         -0.000         -0.675        -16.498        -10.663         -7.087         -3.909          5.606          8.799         10.942         18.544
         -0.670         -0.000         -0.670        -16.500        -10.661         -7.081         -3.912          5.612          8.793         10.947         18.539
         -0.665         -0.000         -0.665        -16.502        -10.659         -7.076         -3.916          5.619          8.788         10.952         18.534
         -0.660         -0.000         -0.660        -16.503        -10.657         -7.070         -3.919          5.626          8.782         10.956         18.529
         -0.654         -0.000         -0.654        -16.505        -10.655         -7.064         -3.922          5.632          8.776         10.961         18.524
         -0.649         -0.000         -0.649        -16.507        -10.653         -7.059         -3.925          5.639          8.771         10.966         18.520
         -0.644         -0.000         -0.644        -16.508        -10.651         -7.054         -3.928          5.646          8.765         10.971         18.515
         -0.639         -0.000         -0.639        -16.510        -10.649         -7.048         -3.932          5.652          8.760         10.975         18.510
         -0.634         -0.000         -0.634        -16.512        -10.647         -7.043         -3.935          5.658          8.754         10.980         18.506
         -0.628         -0.000         -0.628        -16.513        -10.645         -7.037         -3.938          5.665          8.749         10.985         18.501
         -0.623         -0.000         -0.623        -16.515        -10.643         -7.032         -3.941          5.671          8.743         10.990         18.496
         -0.618         -0.000         -0.618        -16.516        -10.642         -7.027         -3.944          5.677          8.738         10.994         18.492
         -0.613         -0.000         -0.613        -16.518        -10.640         -7.021         -3.947          5.684          8.733         10.999         18.487
         -0.607         -0.000         -0.607        -16.520        -10.638         -7.016         -3.950          5.690          8.727         11.003         18.482
         -0.602         -0.000         -0.602        -16.521        -10.636         -7.011         -3.953          5.696          8.722         11.008         18.478
         -0.597         -0.000         -0.597        -16.523        -10.634         -7.005         -3.956          5.702          8.717         11.012         18.473
         -0.592         -0.000         -0.592        -16.524        -10.633         -7.000         -3.959          5.708          8.712         11.017         18.469
         -0.586         -0.000         -0.586        -16.526        -10.631         -6.995         -3.962          5.714          8.706         11.021         18.464
         -0.581         -0.000         -0.581        -16.527        -10.629         -6.990         -3.964          5.720          8.701         11.026         18.460
         -0.576         -0.000         -0.576        -16.529        -10.628         -6.985         -3.967          5.726          8.696         11.030         18.456
         -0.571         -0.000         -0.571        -16.530        -10.626         -6.980         -3.970          5.732          8.691         11.035         18.451
         -0.565         -0.000         -0.565        -16.532        -10.624         -6.975         -3.973          5.738          8.686         11.039         18.447
         -0.560         -0.000         -0.560        -16.533        -10.623         -6.970         -3.976          5.744          8.681         11.043         18.442
         -0.555         -0.000         -0.555        -16.534        -10.621         -6.965         -3.978          5.749          8.676         11.048         18.438
         -0.550         -0.000         -0.550        -16.536        -10.620         -6.960         -3.981          5.755          8.671         11.052         18.434
         -0.545         -0.000         -0.545        -16.537        -10.618         -6.955         -3.984          5.761          8.667         11.056         18.429
         -0.539         -0.000         -0.539        -16.539        -10.616         -6.950         -3.986          5.766          8.662         11.060         18.425
         -0.534         -0.000         -0.534        -16.540        -10.615         -6.945         -3.989          5.772          8.657         11.065         18.421
         -0.529         -0.000         -0.529        -16.541        -10.613         -6.940         -3.992          5.777          8.652         11.069         18.417
         -0.524         -0.000         -0.524        -16.543        -10.612         -6.935         -3.994          5.783          8.648         11.073         18.413
         -0.518         -0.000         -0.518        -16.544        -10.611         -6.930         -3.997          5.788          8.643         11.077         18.409
         -0.513         -0.000         -0.513        -16.545        -10.609         -6.926         -3.999          5.793          8.638         11.081         18.404
         -0.508         -0.000         -0.508        -16.547        -10.608         -6.921         -4.002          5.799          8.634         11.085         18.400
         -0.503         -0.000         -0.503        -16.548        -10.606         -6.916         -4.004          5.804          8.629         11.089         18.396
         -0.497         -0.000         -0.497        -16.549        -10.605         -6.912         -4.007          5.809          8.625         11.093         18.392
         -0.492         -0.000         -0.492        -16.551        -10.604         -6.907         -4.009          5.814          8.620         11.097         18.388
         -0.487         -0.000         -0.487        -16.552        -10.602         -6.903         -4.012          5.819          8.616         11.101         18.384
         -0.482         -0.000         -0.482        -16.553        -10.601         -6.898         -4.014          5.824          8.612         11.105         18.381
         -0.476         -0.000         -0.476        -16.554        -10.600         -6.894         -4.017          5.829          8.607         11.108         18.377
         -0.471         -0.000         -0.471        -16.555        -10.598         -6.889         -4.019          5.834          8.603         11.112         18.373
         -0.466         -0.000         -0.466        -16.557        -10.597         -6.885         -4.021          5.839          8.599         11.116         18.369
         -0.461         -0.000         -0.461        -16.558        -10.596         -6.880         -4.023          5.844          8.594         11.120         18.365
         -0.456         -0.000         -0.456        -16.559        -10.595         -6.876         -4.026          5.849          8.590         11.123         18.361
         -0.450         -0.000         -0.450        -16.560        -10.593         -6.872         -4.028          5.853          8.586         11.127         18.358
         -0.445         -0.000         -0.445        -16.561        -10.592         -6.867         -4.030          5.858          8.582         11.131         18.354
         -0.440         -0.000         -0.440        -16.562        -10.591         -6.863         -4.032          5.863          8.578         11.134         18.350
         -0.435         -0.000         -0.435        -16.564        -10.590         -6.859         -4.035          5.867          8.574         11.138         18.347
         -0.429         -0.000         -0.429        -16.565        -10.589         -6.855         -4.037          5.872          8.570         11.141         18.343
         -0.424         -0.000         -0.424        -16.566        -10.587         -6.851         -4.039          5.876          8.566         11.145         18.340
         -0.419         -0.000         -0.419        -16.567        -10.586         -6.847         -4.041          5.880          8.562         11.148         18.336
         -0.414         -0.000         -0.414        -16.568        -10.585         -6.843         -4.043          5.885          8.559         11.152         18.333
         -0.408         -0.000         -0.408        -16.569        -10.584         -6.839         -4.045          5.889          8.555         11.155         18.329
         -0.403         -0.000         -0.403        -16.570        -10.583         -6.835         -4.047          5.893          8.551         11.158         18.326
         -0.398         -0.000         -0.398        -16.571        -10.582         -6.831         -4.049          5.898          8.547         11.162         18.322
         -0.393         -0.000         -0.393        -16.572        -10.581         -6.827         -4.051          5.902          8.544         11.165         18.319
         -0.387         -0.000         -0.387        -16.573        -10.580         -6.823         -4.053          5.906          8.540         11.168         18.316
         -0.382         -0.000         -0.382        -16.574        -10.579         -6.820         -4.055          5.910          8.537         11.171         18.313
         -0.377         -0.000         -0.377        -16.575        -10.578         -6.816         -4.057          5.914          8.533         11.175         18.309
         -0.372         -0.000         -0.372        -16.576        -10.577         -6.812         -4.058          5.918          8.530         11.178         18.306
         -0.367         -0.000         -0.367        -16.577        -10.576         -6.808         -4.060          5.922          8.526         11.181         18.303
         -0.361         -0.000         -0.361        -16.578        -10.575         -6.805         -4.062          5.926          8.523         11.184         18.300
         -0.356         -0.000         -0.356        -16.579        -10.574         -6.801         -4.064          5.929          8.519         11.187         18.297
         -0.351         -0.000         -0.351        -16.580        -10.573         -6.798         -4.066          5.933          8.516         11.190         18.294
         -0.346         -0.000         -0.346        -16.580        -10.573         -6.794         -4.067          5.937          8.513         11.193         18.291
         -0.340         -0.000         -0.340        -16.581        -10.572         -6.791         -4.069          5.940          8.510         11.196         18.288
         -0.335         -0.000         -0.335        -16.582        -10.571         -6.788         -4.071          5.944          8.507         11.198         18.285
         -0.330         -0.000         -0.330        -16.583        -10.570         -6.784         -4.072          5.947          8.503         11.201         18.282
         -0.325         -0.000         -0.325        -16.584        -10.569         -6.781         -4.074          5.951          8.500         11.204         18.279
         -0.319         -0.000         -0.319        -16.585        -10.568         -6.778         -4.076          5.954          8.497         11.207         18.276
         -0.314         -0.000         -0.314        -16.585        -10.568         -6.775         -4.077          5.958          8.494         11.209         18.274
         -0.309         -0.000         -0.309        -16.586        -10.567         -6.772         -4.079          5.961          8.492         11.212         18.271
         -0.304         -0.000         -0.304        -16.587        -10.566         -6.768         -4.080          5.964          8.489         11.215         18.268
         -0.298         -0.000         -0.298        -16.588        -10.565         -6.765         -4.082          5.967          8.486         11.217         18.266
         -0.293         -0.000         -0.293        -16.589        -10.565         -6.762         -4.083          5.971          8.483         11.220         18.263
         -0.288         -0.000         -0.288        -16.589        -10.564         -6.760         -4.085          5.974          8.480         11.222         18.261
         -0.283         -0.000         -0.283        -16.590        -10.563         -6.757         -4.086          5.977          8.478         11.225         18.258
         -0.278         -0.000         -0.278        -16.591        -10.562         -6.754         -4.087          5.980          8.475         11.227         18.256
         -0.272         -0.000         -0.272        -16.591        -10.562         -6.751         -4.089          5.983          8.472         11.229         18.253
         -0.267         -0.000         -0.267        -16.592        -10.561         -6.748         -4.090          5.985          8.470         11.232         18.251
         -0.262         -0.000         -0.262        -16.593        -10.560         -6.746         -4.091          5.988          8.467         11.234         18.248
         -0.257         -0.000         -0.257        -16.593        -10.560         -6.743         -4.093          5.991          8.465         11.236         18.246
         -0.251         -0.000         -0.251        -16.594        -10.559         -6.740         -4.094          5.994          8.462         11.238         18.244
         -0.246         -0.000         -0.246        -16.595        -10.559         -6.738         -4.095          5.996          8.460         11.241         18.242
         -0.241         -0.000         -0.241        -16.595        -10.558         -6.735         -4.096          5.999          8.458         11.243         18.240
         -0.236         -0.000         -0.236        -16.596        -10.557         -6.733         -4.098          6.002          8.456         11.245         18.237
         -0.230         -0.000         -0.230        -16.597        -10.557         -6.730         -4.099          6.004          8.453         11.247         18.235
         -0.225         -0.000         -0.225        -16.597        -10.556         -6.728         -4.100          6.006          8.451         11.249         18.233
         -0.220         -0.000         -0.220        -16.598        -10.556         -6.726         -4.101          6.009          8.449         11.251         18.231
         -0.215         -0.000         -0.215        -16.598        -10.555         -6.724         -4.102          6.011          8.447         11.253         18.229
         -0.209         -0.000         -0.209        -16.599        -10.555         -6.721         -4.103          6.013          8.445         11.254         18.227
         -0.204         -0.000         -0.204        -16.599        -10.554         -6.719         -4.104          6.016          8.443         11.256         18.226
         -0.199         -0.000         -0.199        -16.600        -10.554         -6.717         -4.105          6.018          8.441         11.258         18.224
         -0.194         -0.000         -0.194        -16.600        -10.553         -6.715         -4.106          6.020          8.439         11.260         18.222
         -0.188         -0.000         -0.188        -16.601        -10.553         -6.713         -4.107          6.022          8.437         11.261         18.220
         -0.183         -0.000         -0.183        -16.601        -10.552         -6.711         -4.108          6.024          8.436         11.263         18.219
         -0.178         -0.000         -0.178        -16.602        -10.552         -6.709         -4.109          6.026          8.434         11.265         18.217
         -0.173         -0.000         -0.173        -16.602        -10.551         -6.708         -4.110          6.028          8.432         11.266         18.215
         -0.168         -0.000         -0.168        -16.603        -10.551         -6.706         -4.111          6.030          8.431         11.268         18.214
         -0.162         -0.000         -0.162        -16.603        -10.551         -6.704         -4.111          6.031          8.429         11.269         18.212
         -0.157         -0.000         -0.157        -16.603        -10.550         -6.702         -4.112          6.033          8.427         11.270         18.211
         -0.152         -0.000         -0.152        -16.604        -10.550         -6.701         -4.113          6.035          8.426         11.272         18.210
         -0.147         -0.000         -0.147        -16.604        -10.550         -6.699         -4.114          6.036          8.425         11.273         18.208
         -0.141         -0.000         -0.141        -16.605        -10.549         -6.698         -4.115          6.038          8.423         11.274         18.207
         -0.136         -0.000         -0.136        -16.605        -10.549         -6.696         -4.115          6.039          8.422         11.276         18.206
         -0.131         -0.000         -0.131        -16.605        -10.549         -6.695         -4.116          6.041          8.421         11.277         18.204
         -0.126         -0.000         -0.126        -16.606        -10.548         -6.694         -4.117          6.042          8.419         11.278         18.203
         -0.120         -0.000         -0.120        -16.606        -10.548         -6.692         -4.117          6.043          8.418         11.279         18.202
         -0.115         -0.000         -0.115        -16.606        -10.548         -6.691         -4.118          6.045          8.417         11.280         18.201
         -0.110         -0.000         -0.110        -16.606        -10.547         -6.690         -4.118          6.046          8.416         11.281         18.200
         -0.105         -0.000         -0.105        -16.607        -10.547         -6.689         -4.119          6.047          8.415         11.282         18.199
         -0.099         -0.000         -0.099        -16.607        -10.547         -6.688         -4.119          6.048          8.414         11.283         18.198
         -0.094         -0.000         -0.094        -16.607        -10.547         -6.687         -4.120          6.049          8.413         11.284         18.197
         -0.089         -0.000         -0.089        -16.607        -10.546         -6.686         -4.120          6.050          8.412         11.285         18.196
         -0.084         -0.000         -0.084        -16.608        -10.546         -6.685         -4.121          6.051          8.411         11.285         18.196
         -0.079         -0.000         -0.079        -16.608        -10.546         -6.684         -4.121          6.052          8.411         11.286         18.195
         -0.073         -0.000         -0.073        -16.608        -10.546         -6.683         -4.121          6.053          8.410         11.287         18.194
         -0.068         -0.000         -0.068        -16.608        -10.546         -6.682         -4.122          6.054          8.409         11.287         18.194
         -0.063         -0.000         -0.063        -16.608        -10.546         -6.682         -4.122          6.054          8.408         11.288         18.193
         -0.058         -0.000         -0.058        -16.609        -10.545         -6.681         -4.122          6.055          8.408         11.289         18.192
         -0.052         -0.000         -0.052        -16.609        -10.545         -6.681         -4.123          6.056          8.407         11.289         18.192
         -0.047         -0.000         -0.047        -16.609        -10.545         -6.680         -4.123          6.056          8.407         11.289         18.191
         -0.042         -0.000         -0.042        -16.609        -10.545         -6.680         -4.123          6.057          8.406         11.290         18.191
         -0.037         -0.000         -0.037        -16.609        -10.545         -6.679         -4.123          6.057          8.406         11.290         18.191
         -0.031         -0.000         -0.031        -16.609        -10.545         -6.679         -4.124          6.057          8.406         11.290         18.190
         -0.026         -0.000         -0.026        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
         -0.021         -0.000         -0.021        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
         -0.016         -0.000         -0.016        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
         -0.010         -0.000         -0.010        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
         -0.005         -0.000         -0.005        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
          0.000          0.000          0.000        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.189
          0.005          0.000          0.005        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
          0.010          0.000          0.010        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
          0.016          0.000          0.016        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
          0.021          0.000          0.021        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
          0.026          0.000          0.026        -16.609        -10.545         -6.678         -4.124          6.058          8.405         11.291         18.190
          0.031          0.000          0.031        -16.609        -10.545         -6.679         -4.124          6.057          8.406         11.290         18.190
          0.037          0.000          0.037        -16.609        -10.545         -6.679         -4.123          6.057          8.406         11.290         18.191
          0.042          0.000          0.042        -16.609        -10.545         -6.680         -4.123          6.057          8.406         11.290         18.191
          0.047          0.000          0.047        -16.609        -10.545         -6.680         -4.123          6.056          8.407         11.289         18.191
          0.052          0.000          0.052        -16.609        -10.545         -6.681         -4.123          6.056          8.407         11.289         18.192
          0.058          0.000          0.058        -16.609        -10.545         -6.681         -4.122          6.055          8.408         11.289         18.192
          0.063          0.000          0.063        -16.608        -10.546         -6.682         -4.122          6.054          8.408         11.288         18.193
          0.068          0.000          0.068        -16.608        -10.546         -6.682         -4.122          6.054          8.409         11.287         18.194
          0.073          0.000          0.073        -16.608        -10.546         -6.683         -4.121          6.053          8.410         11.287         18.194
          0.079          0.000          0.079        -16.608        -10.546         -6.684         -4.121          6.052          8.411         11.286         18.195
          0.084          0.000          0.084        -16.608        -10.546         -6.685         -4.121          6.051          8.411         11.285         18.196
          0.089          0.000          0.089        -16.607        -10.546         -6.686         -4.120          6.050          8.412         11.285         18.196
          0.094          0.000          0.094        -16.607        -10.547         -6.687         -4.120          6.049          8.413         11.284         18.197
